case,time,season,holiday,working,weather,temp,atemp,humidity,windspeed,casual,registered,total
4621,2011-11-05 14:00,winter,No,No,sunny,17.22,21.21,35,8.9981,159,227,386
4622,2011-11-05 15:00,winter,No,No,sunny,16.4,20.455,37,12.998,141,202,343
4623,2011-11-05 16:00,winter,No,No,sunny,16.4,20.455,40,15.0013,128,207,335
4624,2011-11-05 17:00,winter,No,No,sunny,15.58,19.695,40,11.0014,100,234,334
4625,2011-11-05 18:00,winter,No,No,sunny,14.76,18.18,50,6.0032,52,185,237
4626,2011-11-05 19:00,winter,No,No,sunny,13.94,18.18,53,0,45,159,204
4627,2011-11-05 20:00,winter,No,No,sunny,13.12,17.425,66,0,29,136,165
4628,2011-11-05 21:00,winter,No,No,sunny,13.12,17.425,66,0,19,99,118
4629,2011-11-05 22:00,winter,No,No,sunny,12.3,16.665,65,0,10,72,82
4630,2011-11-05 23:00,winter,No,No,sunny,11.48,15.91,70,0,4,81,85
4631,2011-11-06 0:00,winter,No,No,sunny,11.48,15.91,75,0,10,65,75
4632,2011-11-06 1:00,winter,No,No,sunny,10.66,15.15,81,0,11,104,115
4633,2011-11-06 2:00,winter,No,No,sunny,10.66,15.15,81,0,6,23,29
4634,2011-11-06 3:00,winter,No,No,sunny,9.84,14.395,87,0,5,4,9
4635,2011-11-06 4:00,winter,No,No,sunny,9.84,14.395,87,0,0,6,6
4636,2011-11-06 5:00,winter,No,No,sunny,9.84,12.12,87,8.9981,0,5,5
4637,2011-11-06 6:00,winter,No,No,sunny,10.66,14.395,81,6.0032,5,11,16
4638,2011-11-06 7:00,winter,No,No,sunny,10.66,13.635,87,7.0015,4,24,28
4639,2011-11-06 8:00,winter,No,No,cloudy,11.48,15.15,87,6.0032,19,71,90
4640,2011-11-06 9:00,winter,No,No,cloudy,12.3,15.91,75,6.0032,36,134,170
4641,2011-11-06 10:00,winter,No,No,sunny,14.76,18.18,66,6.0032,76,186,262
4642,2011-11-06 11:00,winter,No,No,sunny,17.22,21.21,58,6.0032,104,216,320
4643,2011-11-06 12:00,winter,No,No,sunny,18.04,21.97,54,0,120,226,346
4644,2011-11-06 13:00,winter,No,No,sunny,18.86,22.725,51,11.0014,105,209,314
4645,2011-11-06 14:00,winter,No,No,sunny,18.86,22.725,55,12.998,101,219,320
4646,2011-11-06 15:00,winter,No,No,sunny,19.68,23.485,51,12.998,96,210,306
4647,2011-11-06 16:00,winter,No,No,sunny,18.86,22.725,55,15.0013,84,263,347
4648,2011-11-06 17:00,winter,No,No,sunny,18.04,21.97,62,11.0014,71,185,256
4649,2011-11-06 18:00,winter,No,No,sunny,17.22,21.21,71,7.0015,39,146,185
4650,2011-11-06 19:00,winter,No,No,sunny,15.58,19.695,76,12.998,21,130,151
4651,2011-11-06 20:00,winter,No,No,sunny,14.76,18.18,81,7.0015,16,100,116
4652,2011-11-06 21:00,winter,No,No,sunny,14.76,18.18,81,6.0032,11,77,88
4653,2011-11-06 22:00,winter,No,No,sunny,14.76,18.94,87,0,5,40,45
4654,2011-11-06 23:00,winter,No,No,sunny,13.94,17.425,87,6.0032,7,43,50
4655,2011-11-07 0:00,winter,No,Yes,sunny,13.94,18.18,87,0,1,14,15
4656,2011-11-07 1:00,winter,No,Yes,sunny,13.94,18.18,87,0,2,6,8
4657,2011-11-07 2:00,winter,No,Yes,sunny,13.12,17.425,93,0,0,2,2
4658,2011-11-07 3:00,winter,No,Yes,sunny,13.12,17.425,93,0,0,3,3
4659,2011-11-07 4:00,winter,No,Yes,sunny,13.12,17.425,93,0,2,4,6
4660,2011-11-07 5:00,winter,No,Yes,sunny,12.3,16.665,93,0,1,25,26
4661,2011-11-07 6:00,winter,No,Yes,cloudy,11.48,15.91,93,0,2,97,99
4662,2011-11-07 7:00,winter,No,Yes,cloudy,11.48,15.91,93,0,6,305,311
4663,2011-11-07 8:00,winter,No,Yes,cloudy,12.3,15.91,100,6.0032,13,397,410
4664,2011-11-07 9:00,winter,No,Yes,cloudy,13.94,16.665,100,8.9981,18,156,174
4665,2011-11-07 10:00,winter,No,Yes,sunny,14.76,17.425,93,8.9981,28,95,123
4666,2011-11-07 11:00,winter,No,Yes,sunny,17.22,21.21,77,7.0015,28,100,128
4667,2011-11-07 12:00,winter,No,Yes,sunny,18.86,22.725,67,0,21,158,179
4668,2011-11-07 13:00,winter,No,Yes,sunny,22.14,25.76,49,6.0032,32,157,189
4669,2011-11-07 14:00,winter,No,Yes,sunny,22.96,26.515,37,11.0014,30,115,145
4670,2011-11-07 15:00,winter,No,Yes,sunny,22.96,26.515,37,7.0015,38,132,170
4671,2011-11-07 16:00,winter,No,Yes,sunny,21.32,25,45,0,40,255,295
4672,2011-11-07 17:00,winter,No,Yes,sunny,20.5,24.24,45,11.0014,39,489,528
4673,2011-11-07 18:00,winter,No,Yes,sunny,18.86,22.725,59,7.0015,18,407,425
4674,2011-11-07 19:00,winter,No,Yes,sunny,18.86,22.725,59,0,20,280,300
4675,2011-11-07 20:00,winter,No,Yes,sunny,16.4,20.455,71,0,17,187,204
4676,2011-11-07 21:00,winter,No,Yes,sunny,15.58,19.695,82,7.0015,10,129,139
4677,2011-11-07 22:00,winter,No,Yes,sunny,14.76,18.18,81,6.0032,6,102,108
4678,2011-11-07 23:00,winter,No,Yes,sunny,14.76,18.18,87,6.0032,1,47,48
4679,2011-11-08 0:00,winter,No,Yes,sunny,13.94,17.425,87,6.0032,0,18,18
4680,2011-11-08 1:00,winter,No,Yes,sunny,13.12,16.665,93,7.0015,3,8,11
4681,2011-11-08 2:00,winter,No,Yes,sunny,13.12,17.425,87,0,0,1,1
4682,2011-11-08 3:00,winter,No,Yes,sunny,13.12,17.425,87,0,0,3,3
4683,2011-11-08 4:00,winter,No,Yes,sunny,12.3,16.665,87,0,0,4,4
4684,2011-11-08 5:00,winter,No,Yes,sunny,12.3,15.91,87,6.0032,1,17,18
4685,2011-11-08 6:00,winter,No,Yes,sunny,12.3,16.665,87,0,3,96,99
4686,2011-11-08 7:00,winter,No,Yes,sunny,12.3,15.91,87,7.0015,7,316,323
4687,2011-11-08 8:00,winter,No,Yes,sunny,13.12,16.665,93,7.0015,11,455,466
4688,2011-11-08 9:00,winter,No,Yes,sunny,14.76,18.94,87,0,14,177,191
4689,2011-11-08 10:00,winter,No,Yes,sunny,17.22,21.21,71,6.0032,25,104,129
4690,2011-11-08 11:00,winter,No,Yes,sunny,18.86,22.725,63,8.9981,21,126,147
4691,2011-11-08 12:00,winter,No,Yes,sunny,21.32,25,52,8.9981,28,175,203
4692,2011-11-08 13:00,winter,No,Yes,sunny,22.14,25.76,49,11.0014,31,165,196
4693,2011-11-08 14:00,winter,No,Yes,sunny,22.96,26.515,46,7.0015,32,129,161
4694,2011-11-08 15:00,winter,No,Yes,sunny,23.78,27.275,46,7.0015,33,155,188
4695,2011-11-08 16:00,winter,No,Yes,sunny,22.96,26.515,46,8.9981,39,250,289
4696,2011-11-08 17:00,winter,No,Yes,sunny,21.32,25,43,11.0014,40,459,499
4697,2011-11-08 18:00,winter,No,Yes,sunny,19.68,23.485,55,8.9981,30,432,462
4698,2011-11-08 19:00,winter,No,Yes,sunny,18.86,22.725,59,0,14,264,278
4699,2011-11-08 20:00,winter,No,Yes,sunny,16.4,20.455,76,0,12,169,181
4700,2011-11-08 21:00,winter,No,Yes,sunny,16.4,20.455,76,0,16,166,182
4701,2011-11-08 22:00,winter,No,Yes,sunny,14.76,18.94,87,0,13,95,108
4702,2011-11-08 23:00,winter,No,Yes,sunny,14.76,18.94,81,0,3,45,48
4703,2011-11-09 0:00,winter,No,Yes,sunny,14.76,18.94,87,0,0,13,13
4704,2011-11-09 1:00,winter,No,Yes,sunny,13.94,18.18,87,0,0,10,10
4705,2011-11-09 2:00,winter,No,Yes,sunny,13.12,17.425,93,0,0,5,5
4706,2011-11-09 3:00,winter,No,Yes,sunny,13.12,17.425,93,0,0,4,4
4707,2011-11-09 4:00,winter,No,Yes,sunny,13.12,17.425,87,0,0,4,4
4708,2011-11-09 5:00,winter,No,Yes,sunny,12.3,16.665,87,0,0,28,28
4709,2011-11-09 6:00,winter,No,Yes,sunny,12.3,16.665,87,0,0,98,98
4710,2011-11-09 7:00,winter,No,Yes,sunny,12.3,16.665,87,0,0,300,300
4711,2011-11-09 8:00,winter,No,Yes,sunny,13.12,17.425,93,0,19,437,456
4712,2011-11-09 9:00,winter,No,Yes,sunny,13.94,18.18,93,0,22,197,219
4713,2011-11-09 10:00,winter,No,Yes,sunny,16.4,20.455,76,7.0015,16,89,105
4714,2011-11-09 11:00,winter,No,Yes,sunny,18.86,22.725,67,11.0014,21,131,152
4715,2011-11-09 12:00,winter,No,Yes,sunny,20.5,24.24,51,11.0014,24,156,180
4716,2011-11-09 13:00,winter,No,Yes,sunny,20.5,24.24,51,11.0014,31,136,167
4717,2011-11-09 14:00,winter,No,Yes,sunny,21.32,25,48,11.0014,26,153,179
4718,2011-11-09 15:00,winter,No,Yes,sunny,21.32,25,45,15.0013,21,130,151
4719,2011-11-09 16:00,winter,No,Yes,sunny,21.32,25,48,12.998,24,257,281
4720,2011-11-09 17:00,winter,No,Yes,sunny,18.86,22.725,63,7.0015,27,458,485
4721,2011-11-09 18:00,winter,No,Yes,sunny,18.04,21.97,67,7.0015,21,387,408
4722,2011-11-09 19:00,winter,No,Yes,sunny,18.04,21.97,72,7.0015,12,292,304
4723,2011-11-09 20:00,winter,No,Yes,sunny,18.04,21.97,77,0,18,201,219
4724,2011-11-09 21:00,winter,No,Yes,sunny,16.4,20.455,87,0,9,152,161
4725,2011-11-09 22:00,winter,No,Yes,sunny,16.4,20.455,87,0,9,105,114
4726,2011-11-09 23:00,winter,No,Yes,sunny,15.58,19.695,87,0,5,61,66
4727,2011-11-10 0:00,winter,No,Yes,sunny,16.4,20.455,87,0,0,24,24
4728,2011-11-10 1:00,winter,No,Yes,cloudy,16.4,20.455,87,0,1,10,11
4729,2011-11-10 2:00,winter,No,Yes,cloudy,15.58,19.695,94,0,0,5,5
4730,2011-11-10 3:00,winter,No,Yes,sunny,15.58,19.695,94,6.0032,0,11,11
4731,2011-11-10 4:00,winter,No,Yes,sunny,15.58,19.695,94,6.0032,1,2,3
4732,2011-11-10 5:00,winter,No,Yes,cloudy,14.76,17.425,100,8.9981,1,22,23
4733,2011-11-10 6:00,winter,No,Yes,cloudy,14.76,17.425,100,8.9981,4,110,114
4734,2011-11-10 7:00,winter,No,Yes,cloudy,15.58,19.695,94,11.0014,6,266,272
4735,2011-11-10 8:00,winter,No,Yes,cloudy,16.4,20.455,94,6.0032,18,418,436
4736,2011-11-10 9:00,winter,No,Yes,cloudy,17.22,21.21,94,7.0015,23,188,211
4737,2011-11-10 10:00,winter,No,Yes,cloudy,18.04,21.97,88,15.0013,17,100,117
4738,2011-11-10 11:00,winter,No,Yes,cloudy,18.86,22.725,67,26.0027,9,99,108
4739,2011-11-10 12:00,winter,No,Yes,cloudy,17.22,21.21,67,23.9994,18,149,167
4740,2011-11-10 13:00,winter,No,Yes,weak rain snow,14.76,16.665,81,23.9994,9,87,96
4741,2011-11-10 14:00,winter,No,Yes,weak rain snow,14.76,16.665,87,19.0012,6,58,64
4742,2011-11-10 15:00,winter,No,Yes,weak rain snow,14.76,16.665,81,19.9995,5,57,62
4743,2011-11-10 16:00,winter,No,Yes,weak rain snow,14.76,17.425,81,15.0013,6,67,73
4744,2011-11-10 17:00,winter,No,Yes,weak rain snow,14.76,17.425,81,15.0013,9,168,177
4745,2011-11-10 18:00,winter,No,Yes,cloudy,14.76,17.425,81,11.0014,10,263,273
4746,2011-11-10 19:00,winter,No,Yes,cloudy,14.76,17.425,71,15.0013,19,192,211
4747,2011-11-10 20:00,winter,No,Yes,cloudy,14.76,16.665,62,19.0012,8,160,168
4748,2011-11-10 21:00,winter,No,Yes,sunny,14.76,16.665,57,16.9979,6,130,136
4749,2011-11-10 22:00,winter,No,Yes,sunny,14.76,16.665,53,19.0012,5,84,89
4750,2011-11-10 23:00,winter,No,Yes,cloudy,13.94,16.665,57,11.0014,9,73,82
4751,2011-11-11 0:00,winter,Yes,No,sunny,13.94,15.91,53,16.9979,10,56,66
4752,2011-11-11 1:00,winter,Yes,No,sunny,13.12,15.15,57,22.0028,3,16,19
4753,2011-11-11 2:00,winter,Yes,No,sunny,13.12,14.395,57,19.0012,1,10,11
4754,2011-11-11 3:00,winter,Yes,No,sunny,12.3,14.395,61,12.998,0,6,6
4755,2011-11-11 4:00,winter,Yes,No,sunny,12.3,14.395,61,12.998,0,8,8
4756,2011-11-11 5:00,winter,Yes,No,sunny,12.3,14.395,49,16.9979,0,13,13
4757,2011-11-11 6:00,winter,Yes,No,sunny,11.48,12.88,45,22.0028,0,46,46
4758,2011-11-11 7:00,winter,Yes,No,sunny,11.48,13.635,45,16.9979,5,116,121
4759,2011-11-11 8:00,winter,Yes,No,sunny,12.3,13.635,42,23.9994,9,249,258
4760,2011-11-11 9:00,winter,Yes,No,sunny,13.12,14.395,45,30.0026,15,186,201
4761,2011-11-11 10:00,winter,Yes,No,sunny,13.12,13.635,42,36.9974,38,162,200
4762,2011-11-11 11:00,winter,Yes,No,sunny,13.94,14.395,42,32.9975,20,150,170
4763,2011-11-11 12:00,winter,Yes,No,sunny,13.94,14.395,42,31.0009,41,198,239
4764,2011-11-11 13:00,winter,Yes,No,sunny,15.58,19.695,37,36.9974,57,179,236
4765,2011-11-11 14:00,winter,Yes,No,sunny,15.58,19.695,37,31.0009,64,183,247
4766,2011-11-11 15:00,winter,Yes,No,sunny,14.76,16.665,37,27.9993,29,187,216
4767,2011-11-11 16:00,winter,Yes,No,sunny,14.76,16.665,34,22.0028,49,189,238
4768,2011-11-11 17:00,winter,Yes,No,sunny,13.94,15.15,39,22.0028,24,286,310
4769,2011-11-11 18:00,winter,Yes,No,sunny,13.94,15.91,39,16.9979,23,185,208
4770,2011-11-11 19:00,winter,Yes,No,sunny,13.12,15.91,39,11.0014,17,182,199
4771,2011-11-11 20:00,winter,Yes,No,sunny,13.12,15.91,39,12.998,12,97,109
4772,2011-11-11 21:00,winter,Yes,No,sunny,12.3,15.15,45,11.0014,4,79,83
4773,2011-11-11 22:00,winter,Yes,No,sunny,13.12,15.91,39,12.998,13,78,91
4774,2011-11-11 23:00,winter,Yes,No,sunny,12.3,15.91,45,6.0032,6,67,73
4775,2011-11-12 0:00,winter,No,No,sunny,9.84,12.12,60,8.9981,12,52,64
4776,2011-11-12 1:00,winter,No,No,sunny,9.84,12.12,60,8.9981,9,45,54
4777,2011-11-12 2:00,winter,No,No,sunny,9.84,12.88,65,6.0032,7,39,46
4778,2011-11-12 3:00,winter,No,No,sunny,9.84,12.12,70,8.9981,4,13,17
4779,2011-11-12 4:00,winter,No,No,sunny,8.2,10.605,80,8.9981,0,7,7
4780,2011-11-12 5:00,winter,No,No,sunny,9.02,12.88,75,6.0032,1,3,4
4781,2011-11-12 6:00,winter,No,No,sunny,9.02,11.365,75,11.0014,0,7,7
4782,2011-11-12 7:00,winter,No,No,sunny,9.02,11.365,75,12.998,3,24,27
4783,2011-11-12 8:00,winter,No,No,sunny,10.66,12.88,70,12.998,14,87,101
4784,2011-11-12 9:00,winter,No,No,sunny,12.3,15.15,61,11.0014,18,142,160
4785,2011-11-12 10:00,winter,No,No,sunny,13.94,15.91,61,19.0012,62,170,232
4786,2011-11-12 11:00,winter,No,No,sunny,15.58,19.695,54,19.0012,102,213,315
4787,2011-11-12 12:00,winter,No,No,sunny,18.04,21.97,44,19.0012,142,224,366
4788,2011-11-12 13:00,winter,No,No,sunny,19.68,23.485,36,19.0012,128,225,353
4789,2011-11-12 14:00,winter,No,No,sunny,20.5,24.24,36,19.9995,191,244,435
4790,2011-11-12 15:00,winter,No,No,sunny,21.32,25,29,19.0012,165,221,386
4791,2011-11-12 16:00,winter,No,No,sunny,21.32,25,32,16.9979,137,224,361
4792,2011-11-12 17:00,winter,No,No,sunny,20.5,24.24,34,16.9979,92,193,285
4793,2011-11-12 18:00,winter,No,No,sunny,17.22,21.21,58,12.998,53,150,203
4794,2011-11-12 19:00,winter,No,No,sunny,17.22,21.21,50,16.9979,32,139,171
4795,2011-11-12 20:00,winter,No,No,sunny,17.22,21.21,50,19.0012,31,101,132
4796,2011-11-12 21:00,winter,No,No,sunny,17.22,21.21,47,19.0012,19,103,122
4797,2011-11-12 22:00,winter,No,No,sunny,17.22,21.21,47,16.9979,30,88,118
4798,2011-11-12 23:00,winter,No,No,sunny,16.4,20.455,58,11.0014,23,78,101
4799,2011-11-13 0:00,winter,No,No,cloudy,16.4,20.455,58,12.998,12,61,73
4800,2011-11-13 1:00,winter,No,No,cloudy,14.76,17.425,66,12.998,13,58,71
4801,2011-11-13 2:00,winter,No,No,sunny,14.76,18.18,57,7.0015,9,48,57
4802,2011-11-13 3:00,winter,No,No,cloudy,14.76,17.425,62,8.9981,8,20,28
4803,2011-11-13 4:00,winter,No,No,cloudy,14.76,17.425,62,8.9981,1,5,6
4804,2011-11-13 5:00,winter,No,No,sunny,13.94,16.665,61,11.0014,2,3,5
4805,2011-11-13 6:00,winter,No,No,sunny,13.94,16.665,66,8.9981,5,18,23
4806,2011-11-13 7:00,winter,No,No,sunny,13.94,15.91,66,15.0013,13,30,43
4807,2011-11-13 8:00,winter,No,No,sunny,13.94,17.425,66,6.0032,24,55,79
4808,2011-11-13 9:00,winter,No,No,sunny,16.4,20.455,54,19.0012,38,97,135
4809,2011-11-13 10:00,winter,No,No,sunny,18.04,21.97,44,22.0028,63,178,241
4810,2011-11-13 11:00,winter,No,No,sunny,18.86,22.725,40,27.9993,108,187,295
4811,2011-11-13 12:00,winter,No,No,cloudy,21.32,25,29,27.9993,112,242,354
4812,2011-11-13 13:00,winter,No,No,cloudy,21.32,25,29,27.9993,105,234,339
4813,2011-11-13 14:00,winter,No,No,cloudy,22.14,25.76,28,32.9975,108,263,371
4814,2011-11-13 15:00,winter,No,No,cloudy,20.5,24.24,42,22.0028,89,221,310
4815,2011-11-13 16:00,winter,No,No,cloudy,22.14,25.76,28,26.0027,93,226,319
4816,2011-11-13 17:00,winter,No,No,sunny,21.32,25,27,22.0028,44,187,231
4817,2011-11-13 18:00,winter,No,No,sunny,21.32,25,27,22.0028,35,155,190
4818,2011-11-13 19:00,winter,No,No,sunny,20.5,24.24,29,23.9994,36,121,157
4819,2011-11-13 20:00,winter,No,No,sunny,20.5,24.24,31,23.9994,24,115,139
4820,2011-11-13 21:00,winter,No,No,sunny,19.68,23.485,36,16.9979,19,76,95
4821,2011-11-13 22:00,winter,No,No,sunny,19.68,23.485,41,26.0027,25,64,89
4822,2011-11-13 23:00,winter,No,No,sunny,18.86,22.725,51,19.9995,18,49,67
4823,2011-11-14 0:00,winter,No,Yes,sunny,18.86,22.725,59,19.0012,8,22,30
4824,2011-11-14 1:00,winter,No,Yes,sunny,18.86,22.725,63,19.9995,5,6,11
4825,2011-11-14 2:00,winter,No,Yes,sunny,18.86,22.725,63,23.9994,7,10,17
4826,2011-11-14 3:00,winter,No,Yes,sunny,18.04,21.97,67,19.0012,4,3,7
4827,2011-11-14 4:00,winter,No,Yes,sunny,18.04,21.97,67,15.0013,0,5,5
4828,2011-11-14 5:00,winter,No,Yes,cloudy,18.04,21.97,67,16.9979,0,19,19
4829,2011-11-14 6:00,winter,No,Yes,cloudy,18.04,21.97,72,15.0013,10,104,114
4830,2011-11-14 7:00,winter,No,Yes,sunny,18.04,21.97,72,16.9979,11,311,322
4831,2011-11-14 8:00,winter,No,Yes,cloudy,18.86,22.725,67,12.998,27,425,452
4832,2011-11-14 9:00,winter,No,Yes,cloudy,19.68,23.485,67,22.0028,29,204,233
4833,2011-11-14 10:00,winter,No,Yes,cloudy,20.5,24.24,63,19.0012,26,85,111
4834,2011-11-14 11:00,winter,No,Yes,cloudy,22.14,25.76,60,19.0012,22,106,128
4835,2011-11-14 12:00,winter,No,Yes,sunny,22.96,26.515,56,19.9995,36,166,202
4836,2011-11-14 13:00,winter,No,Yes,sunny,24.6,31.06,49,26.0027,50,153,203
4837,2011-11-14 14:00,winter,No,Yes,sunny,25.42,31.06,46,30.0026,47,138,185
4838,2011-11-14 15:00,winter,No,Yes,sunny,26.24,31.06,44,22.0028,53,142,195
4839,2011-11-14 16:00,winter,No,Yes,sunny,25.42,31.06,46,27.9993,51,264,315
4840,2011-11-14 17:00,winter,No,Yes,sunny,25.42,31.06,46,16.9979,55,464,519
4841,2011-11-14 18:00,winter,No,Yes,sunny,22.96,26.515,56,19.0012,29,460,489
4842,2011-11-14 19:00,winter,No,Yes,sunny,24.6,31.06,53,19.9995,28,274,302
4843,2011-11-14 20:00,winter,No,Yes,sunny,24.6,31.06,53,23.9994,30,210,240
4844,2011-11-14 21:00,winter,No,Yes,sunny,24.6,31.06,53,23.9994,37,176,213
4845,2011-11-14 22:00,winter,No,Yes,sunny,23.78,27.275,56,23.9994,17,96,113
4846,2011-11-14 23:00,winter,No,Yes,sunny,22.96,26.515,64,19.9995,13,48,61
4847,2011-11-15 0:00,winter,No,Yes,sunny,22.96,26.515,64,23.9994,7,15,22
4848,2011-11-15 1:00,winter,No,Yes,sunny,22.96,26.515,60,19.9995,5,5,10
4849,2011-11-15 2:00,winter,No,Yes,sunny,22.96,26.515,64,16.9979,7,8,15
4850,2011-11-15 3:00,winter,No,Yes,cloudy,22.14,25.76,68,22.0028,0,4,4
4851,2011-11-15 4:00,winter,No,Yes,sunny,22.96,26.515,64,19.9995,1,6,7
4852,2011-11-15 5:00,winter,No,Yes,sunny,22.14,25.76,68,19.0012,2,26,28
4853,2011-11-15 6:00,winter,No,Yes,cloudy,22.96,26.515,64,6.0032,4,104,108
4854,2011-11-15 7:00,winter,No,Yes,cloudy,22.14,25.76,68,11.0014,21,298,319
4855,2011-11-15 8:00,winter,No,Yes,cloudy,22.14,25.76,68,7.0015,27,453,480
4856,2011-11-15 9:00,winter,No,Yes,cloudy,22.96,26.515,64,6.0032,26,174,200
4857,2011-11-15 10:00,winter,No,Yes,cloudy,22.96,26.515,64,19.0012,23,115,138
4858,2011-11-15 11:00,winter,No,Yes,cloudy,22.96,26.515,64,12.998,18,116,134
4859,2011-11-15 12:00,winter,No,Yes,cloudy,22.14,25.76,68,0,28,148,176
4860,2011-11-15 13:00,winter,No,Yes,weak rain snow,22.14,25.76,60,15.0013,21,132,153
4861,2011-11-15 14:00,winter,No,Yes,cloudy,22.14,25.76,60,19.0012,27,120,147
4862,2011-11-15 15:00,winter,No,Yes,cloudy,22.14,25.76,60,8.9981,36,155,191
4863,2011-11-15 16:00,winter,No,Yes,cloudy,21.32,25,68,8.9981,31,240,271
4864,2011-11-15 17:00,winter,No,Yes,cloudy,20.5,24.24,72,12.998,29,422,451
4865,2011-11-15 18:00,winter,No,Yes,cloudy,20.5,24.24,72,19.0012,27,414,441
4866,2011-11-15 19:00,winter,No,Yes,cloudy,20.5,24.24,72,23.9994,27,259,286
4867,2011-11-15 20:00,winter,No,Yes,cloudy,19.68,23.485,82,8.9981,26,212,238
4868,2011-11-15 21:00,winter,No,Yes,cloudy,20.5,24.24,77,6.0032,23,145,168
4869,2011-11-15 22:00,winter,No,Yes,cloudy,18.86,22.725,88,7.0015,19,109,128
4870,2011-11-15 23:00,winter,No,Yes,cloudy,18.86,22.725,94,7.0015,14,66,80
4871,2011-11-16 0:00,winter,No,Yes,cloudy,18.86,22.725,94,0,5,26,31
4872,2011-11-16 1:00,winter,No,Yes,weak rain snow,18.86,22.725,94,6.0032,0,5,5
4873,2011-11-16 2:00,winter,No,Yes,cloudy,18.86,22.725,94,7.0015,4,6,10
4874,2011-11-16 3:00,winter,No,Yes,cloudy,18.86,22.725,94,7.0015,2,3,5
4875,2011-11-16 4:00,winter,No,Yes,cloudy,18.04,21.97,100,15.0013,1,3,4
4876,2011-11-16 5:00,winter,No,Yes,weak rain snow,18.86,22.725,94,7.0015,0,13,13
4877,2011-11-16 6:00,winter,No,Yes,cloudy,18.86,22.725,94,6.0032,4,52,56
4878,2011-11-16 7:00,winter,No,Yes,weak rain snow,18.86,22.725,94,0,7,130,137
4879,2011-11-16 8:00,winter,No,Yes,weak rain snow,18.86,22.725,94,0,9,223,232
4880,2011-11-16 9:00,winter,No,Yes,weak rain snow,18.86,22.725,94,0,5,77,82
4881,2011-11-16 10:00,winter,No,Yes,weak rain snow,18.86,22.725,94,0,4,32,36
4882,2011-11-16 11:00,winter,No,Yes,weak rain snow,18.86,22.725,94,6.0032,7,53,60
4883,2011-11-16 12:00,winter,No,Yes,weak rain snow,18.86,22.725,100,0,5,49,54
4884,2011-11-16 13:00,winter,No,Yes,weak rain snow,18.86,22.725,94,8.9981,6,52,58
4885,2011-11-16 14:00,winter,No,Yes,cloudy,18.86,22.725,100,8.9981,12,49,61
4886,2011-11-16 15:00,winter,No,Yes,weak rain snow,19.68,23.485,94,7.0015,16,50,66
4887,2011-11-16 16:00,winter,No,Yes,weak rain snow,19.68,23.485,94,7.0015,13,110,123
4888,2011-11-16 17:00,winter,No,Yes,cloudy,19.68,23.485,88,12.998,17,216,233
4889,2011-11-16 18:00,winter,No,Yes,weak rain snow,18.86,22.725,88,26.0027,13,176,189
4890,2011-11-16 19:00,winter,No,Yes,weak rain snow,18.86,22.725,88,26.0027,3,108,111
4891,2011-11-16 20:00,winter,No,Yes,weak rain snow,18.04,21.97,88,26.0027,5,94,99
4892,2011-11-16 21:00,winter,No,Yes,weak rain snow,18.04,21.97,88,19.0012,3,72,75
4893,2011-11-16 22:00,winter,No,Yes,weak rain snow,17.22,21.21,88,15.0013,1,45,46
4894,2011-11-16 23:00,winter,No,Yes,weak rain snow,17.22,21.21,88,8.9981,3,28,31
4895,2011-11-17 0:00,winter,No,Yes,cloudy,17.22,21.21,88,16.9979,2,22,24
4896,2011-11-17 1:00,winter,No,Yes,cloudy,17.22,21.21,82,11.0014,0,5,5
4897,2011-11-17 2:00,winter,No,Yes,cloudy,17.22,21.21,82,15.0013,0,5,5
4898,2011-11-17 3:00,winter,No,Yes,cloudy,17.22,21.21,77,22.0028,0,3,3
4899,2011-11-17 4:00,winter,No,Yes,cloudy,16.4,20.455,62,27.9993,1,3,4
4900,2011-11-17 5:00,winter,No,Yes,weak rain snow,13.94,15.15,71,22.0028,1,21,22
4901,2011-11-17 6:00,winter,No,Yes,weak rain snow,14.76,17.425,57,15.0013,3,72,75
4902,2011-11-17 7:00,winter,No,Yes,weak rain snow,13.94,15.91,61,19.0012,4,164,168
4903,2011-11-17 8:00,winter,No,Yes,weak rain snow,13.94,15.15,61,19.9995,12,343,355
4904,2011-11-17 9:00,winter,No,Yes,cloudy,13.94,15.15,61,22.0028,14,184,198
4905,2011-11-17 10:00,winter,No,Yes,cloudy,13.94,15.15,61,22.0028,7,74,81
4906,2011-11-17 11:00,winter,No,Yes,weak rain snow,13.12,15.15,66,22.0028,4,93,97
4907,2011-11-17 12:00,winter,No,Yes,cloudy,13.94,15.15,53,19.9995,6,115,121
4908,2011-11-17 13:00,winter,No,Yes,cloudy,13.94,15.15,49,30.0026,15,109,124
4909,2011-11-17 14:00,winter,No,Yes,cloudy,13.94,15.15,49,26.0027,5,105,110
4910,2011-11-17 15:00,winter,No,Yes,cloudy,13.94,15.15,49,30.0026,10,106,116
4911,2011-11-17 16:00,winter,No,Yes,sunny,13.12,14.395,39,27.9993,8,187,195
4912,2011-11-17 17:00,winter,No,Yes,sunny,13.12,14.395,42,26.0027,20,379,399
4913,2011-11-17 18:00,winter,No,Yes,sunny,13.12,15.91,39,12.998,9,298,307
4914,2011-11-17 19:00,winter,No,Yes,sunny,12.3,14.395,45,15.0013,7,210,217
4915,2011-11-17 20:00,winter,No,Yes,sunny,12.3,14.395,42,19.0012,7,162,169
