id,churn,promotion,phone,internet,security,streaming,unlimited,gender,marriage,city,churn_category,churn_reason,age,no_dependents,cltv,population,monthly_charge,extra_data_charge,long_charge,total_contact,noreferral,duration,download,total_service_issue
9494-BDNNC,0,None,Yes,Yes,No,Yes,Yes,Male,Yes,Los Angeles,,,36,0,5706,41175,95.3,150.56,1704.78,0,1,66,24,0
1640-PLFMP,0,None,Yes,Yes,No,No,Yes,Female,No,Los Angeles,,,20,0,4063,73686,70.25,0,10.05,1,0,1,51,1
5366-OBVMR,0,Offer D,Yes,Yes,No,No,Yes,Female,Yes,Los Angeles,,,42,0,3740,48727,50.3,0,647.28,1,4,18,17,0
7644-OMVMY,0,None,Yes,No,No,No,No,Male,Yes,Los Angeles,,,56,1,2019,41713,19.85,0,155.1,2,5,10,0,0
4573-JKNAE,0,Offer D,Yes,No,No,No,No,Male,No,Los Angeles,,,44,3,2558,46960,19.35,0,206.76,1,0,12,0,0
9817-APLHW,0,Offer D,Yes,No,No,No,No,Male,No,Los Angeles,,,37,0,4408,58218,25,0,27.48,0,0,12,0,0
8380-MQINP,0,None,Yes,No,No,No,No,Female,Yes,Los Angeles,,,62,1,5153,27799,20.3,0,174.9,0,3,55,0,0
0840-DFEZH,0,None,Yes,Yes,No,No,No,Female,No,Los Angeles,,,63,0,4989,32901,75.35,96,176.19,2,0,7,17,0
8690-ZVLCL,0,None,Yes,Yes,Yes,Yes,No,Female,Yes,Los Angeles,,,49,1,5436,32562,88,1356,2958.68,0,10,68,22,0
0384-LPITE,0,None,No,Yes,Yes,Yes,Yes,Male,No,Los Angeles,,,38,0,2290,27866,62.05,0,0,0,0,40,19,0
4616-EWBNJ,0,Offer D,Yes,No,No,No,No,Female,No,Los Angeles,,,23,0,4545,64672,20.1,0,756,0,0,16,0,0
1335-HQMKX,0,Offer A,Yes,Yes,No,Yes,Yes,Female,Yes,Los Angeles,,,49,0,4497,87383,101.35,168.43,3319.2,0,6,72,23,0
6923-AQONU,0,Offer D,Yes,No,No,No,No,Male,Yes,Los Angeles,,,32,1,4076,49839,20.9,0,434.93,1,1,23,0,1
4536-PLEQY,0,Offer D,Yes,Yes,No,Yes,Yes,Male,Yes,Los Angeles,,,44,0,2540,3642,85.05,0,535.2,3,1,12,20,0
7029-IJEJK,0,None,No,Yes,Yes,Yes,Yes,Female,No,Los Angeles,,,52,0,6205,38128,44.1,0,0,1,0,54,21,0
8871-JLMHM,0,Offer A,Yes,Yes,No,No,Yes,Female,Yes,Los Angeles,,,27,0,4095,24511,90.2,0,231.88,0,3,68,26,0
5447-VYTKW,0,None,Yes,Yes,Yes,No,No,Male,No,Los Angeles,,,53,0,2191,24505,53.45,409,407.43,1,0,27,28,1
3623-FQBOX,0,Offer D,Yes,No,No,No,No,Male,No,Los Angeles,,,34,0,3632,47534,19.95,0,924.21,0,0,21,0,0
3474-BAFSJ,0,None,No,Yes,No,Yes,Yes,Male,Yes,West Hollywood,,,27,0,4133,20408,57.5,0,0,2,2,57,69,0
3865-ZFZIB,0,Offer D,Yes,No,No,No,No,Male,No,Los Angeles,,,25,0,5596,10470,19.65,0,658.92,0,0,19,0,0
1855-AGAWH,0,None,Yes,Yes,No,Yes,Yes,Male,Yes,Bell,,,27,0,2510,105285,93.8,0,1137.39,0,2,31,52,0
7109-CQYUZ,0,None,Yes,Yes,Yes,Yes,No,Male,No,Beverly Hills,,,34,0,4624,21397,89.25,1396,353.6,1,0,52,30,0
1370-GGAWX,0,None,Yes,Yes,No,Yes,Yes,Female,No,Beverly Hills,,,55,0,3924,8321,94.15,13.23,1526.28,0,0,46,3,0
5307-UVGNB,0,None,No,Yes,Yes,Yes,Yes,Female,Yes,Compton,,,40,3,4116,47305,48.7,0,0,1,5,53,25,0
3642-BYHDO,0,Offer A,Yes,No,No,No,No,Female,Yes,Downey,,,34,1,5789,24908,19.9,0,867.62,0,4,71,0,0
9629-NHXFW,0,None,Yes,No,No,No,No,Female,Yes,Downey,,,58,2,3160,40152,19.4,0,48.79,0,6,1,0,0
2696-RZVZW,0,Offer A,Yes,No,No,No,No,Male,Yes,Downey,,,19,0,4187,42459,25.05,0,1712.92,1,4,68,0,0
5766-FTRTS,0,Offer A,Yes,Yes,Yes,Yes,Yes,Male,Yes,El Segundo,,,35,0,6297,16041,84.45,0,2524.32,1,8,72,26,0
0396-HUJBP,0,None,Yes,No,No,No,No,Female,No,Gardena,,,34,0,3009,47758,19.3,0,99.82,1,0,2,0,1
8879-ZKJOF,0,None,Yes,Yes,Yes,Yes,Yes,Female,No,Gardena,,,57,0,5556,26442,79.85,0,1566.61,0,0,41,5,0
6285-FTQBF,0,Offer A,Yes,No,No,No,No,Male,Yes,Hawthorne,,,53,3,6425,93315,25.55,0,2651.04,2,4,72,0,0
1474-JUWSM,0,None,Yes,Yes,Yes,Yes,Yes,Female,Yes,Lynwood,,,24,0,5269,69850,68.4,0,1565.42,1,8,58,53,0
3530-CRZSB,0,None,Yes,No,No,No,No,Female,No,Malibu,,,55,0,2100,11,20.65,0,108.78,1,0,7,0,0
8498-XXGWA,0,None,Yes,Yes,Yes,No,Yes,Female,Yes,Malibu,,,63,0,6205,19630,55.15,95.5,1299.35,3,7,65,26,1
9617-INGJY,0,None,Yes,Yes,No,No,No,Male,No,Manhattan Beach,,,31,0,3530,33758,70.6,0,36.12,0,0,1,14,0
0621-TSSMU,0,None,Yes,No,No,No,No,Male,Yes,Maywood,,,29,0,4838,28094,19.95,0,2736.72,2,0,56,0,0
7234-KMNRQ,0,None,Yes,No,No,No,No,Male,No,Pacific Palisades,,,21,0,4345,22548,19,0,33.52,0,0,4,0,0
7636-PEPNS,0,None,Yes,Yes,No,No,No,Female,Yes,Palos Verdes Peninsula,,,44,3,5040,24979,44.1,603,1313.7,0,7,58,25,0
4683-WYDOU,0,None,Yes,Yes,No,Yes,No,Male,Yes,Rancho Palos Verdes,,,54,0,4697,41263,107.6,1936,2146.44,1,8,62,28,1
9052-DHNKM,0,None,Yes,Yes,Yes,No,No,Male,No,Redondo Beach,,,23,0,5156,34191,61.55,1155,989.04,0,0,26,73,0
6794-HKIAJ,0,None,Yes,Yes,Yes,No,Yes,Male,No,Redondo Beach,,,44,0,5496,37322,90.7,0,1171.8,2,0,62,2,0
5578-NKCXI,0,None,Yes,Yes,Yes,Yes,Yes,Female,Yes,South Gate,,,20,2,4098,96267,99.25,0,2264.9,1,9,58,76,0
1642-HMARX,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,Yes,Topanga,,,45,0,4113,5451,91.7,32.12,1064.2,1,10,68,5,0
3096-WPXBT,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,Yes,Venice,,,60,1,4804,31021,100.7,0,1113.86,3,5,61,19,0
8434-PNQZX,0,Offer B,Yes,Yes,No,Yes,No,Female,No,Marina Del Rey,,,56,0,3192,18058,78.45,506,851.34,1,0,42,15,0
5950-AAAGJ,0,Offer D,Yes,Yes,No,No,No,Male,No,Playa Del Rey,,,19,0,4612,11264,84.3,1123,40.68,0,0,18,73,0
4299-OPXEJ,0,Offer B,Yes,No,No,No,No,Female,No,Inglewood,,,57,0,5764,37527,19.55,0,777.84,1,0,56,0,0
9618-LFJRU,0,None,Yes,No,No,No,No,Female,No,Inglewood,,,31,0,4344,27778,20.45,0,12.2,1,0,4,0,0
6693-DJWTY,0,None,Yes,Yes,Yes,No,No,Female,No,Inglewood,,,46,3,5964,28680,55.6,1129,439.6,0,0,35,56,0
0744-GKNGE,0,Offer B,Yes,Yes,Yes,No,No,Female,Yes,Inglewood,,,31,2,4915,13779,86.8,639,1775.36,0,0,64,12,0
6447-EGDIV,0,None,Yes,No,No,No,No,Female,No,Santa Monica,,,23,0,5772,5221,20.95,0,985.49,1,0,31,0,0
4854-SSLTN,0,Offer E,Yes,Yes,Yes,No,No,Male,Yes,Torrance,,,49,4,5613,17058,59.5,69,85.1,1,8,2,53,0
5294-DMSFH,0,None,Yes,Yes,No,Yes,Yes,Female,Yes,Torrance,,,32,2,4780,41979,87.8,34.08,974.98,0,1,29,13,0
4837-PZTIC,0,Offer B,No,Yes,Yes,No,Yes,Female,No,Torrance,,,54,0,2540,31678,41.9,0,0,0,0,47,23,0
0603-OLQDC,0,Offer D,Yes,Yes,Yes,Yes,No,Male,No,Whittier,,,41,1,5796,32050,69.85,243,324.84,0,0,12,29,0
3272-VUHPV,0,None,Yes,Yes,No,No,No,Female,Yes,Whittier,,,24,1,3135,26265,56.3,237,254.88,2,10,8,59,1
4176-FXYBO,0,Offer B,Yes,Yes,Yes,Yes,No,Male,Yes,Whittier,,,35,0,6130,19109,109.55,1774,2694.6,3,9,54,29,0
1063-DHQJF,0,Offer A,Yes,Yes,No,No,No,Male,Yes,Whittier,,,56,3,5817,37887,92.15,3629,1402.08,2,2,69,56,0
8663-UPDGF,0,Offer C,Yes,Yes,Yes,No,Yes,Female,No,Whittier,,,54,0,3866,38181,69.5,0,660.4,1,0,26,10,0
6719-FGEDO,0,Offer A,Yes,Yes,Yes,No,Yes,Female,Yes,Whittier,,,27,0,6302,32148,97,298.38,2792.88,1,1,72,42,1
1837-YQUCE,0,Offer A,No,Yes,Yes,Yes,Yes,Female,No,Buena Park,,,54,0,4093,44442,58.35,54.79,0,0,0,70,13,0
0369-ZGOVK,0,Offer C,Yes,Yes,No,No,No,Female,Yes,Cypress,,,56,2,5195,47344,70.4,478,362.32,0,6,28,24,0
9919-KNPOO,0,Offer D,Yes,Yes,No,Yes,No,Female,Yes,La Mirada,,,60,0,2058,47568,94.3,156,580.86,0,6,21,8,0
7872-BAAZR,0,Offer B,Yes,No,No,No,No,Female,Yes,Norwalk,,,49,1,4670,103214,19.55,0,1606.43,0,10,53,0,0
9391-LMANN,0,Offer B,Yes,Yes,Yes,Yes,No,Male,No,Pico Rivera,,,38,3,4523,63288,95.95,2821,1788.22,0,0,53,56,0
8174-TBVCF,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,Yes,Stanton,,,30,0,5072,29694,94.8,404.68,1852.9,0,7,70,59,0
1698-XFZCI,0,Offer B,Yes,Yes,Yes,Yes,Yes,Male,No,Artesia,,,30,0,5364,16398,107.75,0,2586.4,4,0,61,71,0
1877-HKBQX,0,Offer D,Yes,Yes,Yes,No,No,Female,No,Cerritos,,,21,0,2573,51556,54.6,253,12.76,0,0,11,41,0
4450-DLLMH,0,Offer E,Yes,Yes,No,No,Yes,Male,No,Avalon,,,53,0,2274,3699,71.3,0,13.48,0,0,2,3,0
0428-AXXLJ,0,Offer C,Yes,No,No,No,No,Male,No,Bellflower,,,29,0,4761,72893,19.5,0,89.5,0,0,25,0,0
2746-DIJLO,0,Offer B,Yes,Yes,No,No,Yes,Female,No,Harbor City,,,40,0,2994,24660,56.3,0,1495.27,0,0,41,8,0
3508-VLHCZ,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,Yes,Lakewood,,,43,3,6009,20890,90.55,124.78,2961.41,2,10,71,20,0
4086-ATNFV,0,Offer C,Yes,Yes,Yes,No,Yes,Female,Yes,Hawaiian Gardens,,,34,1,4522,14852,60.8,0,1685.72,1,7,34,16,0
0468-YRPXN,0,Offer C,Yes,Yes,No,Yes,Yes,Male,No,Lomita,,,62,0,4580,21065,98.8,0,1397.8,0,0,29,19,0
3739-YBWAB,0,Offer C,No,Yes,Yes,No,No,Male,Yes,Paramount,,,37,0,3314,55306,35.35,303,0,0,7,36,23,0
7047-FWEYA,0,Offer B,Yes,Yes,No,Yes,No,Female,Yes,San Pedro,,,41,0,3517,58639,103.15,1332,1528.12,3,3,46,29,0
2000-MPKCA,0,Offer B,Yes,Yes,Yes,Yes,Yes,Female,No,San Pedro,,,51,0,5121,21279,107.75,0,2708.6,1,0,58,19,0
9762-YAQAA,0,Offer C,Yes,Yes,No,No,Yes,Male,No,Seal Beach,,,54,0,4104,24180,81.4,0,1440.27,0,0,39,12,0
5473-KHBPS,0,Offer B,Yes,Yes,No,No,No,Female,Yes,Surfside,,,53,3,4415,174,95.7,995,424.32,0,8,52,20,0
8950-MTZNV,0,Offer E,Yes,Yes,No,No,No,Male,No,Carson,,,61,0,3256,25566,44.95,0,13.63,0,0,1,13,0
0326-VDYXE,0,Offer A,Yes,Yes,No,Yes,Yes,Female,Yes,Long Beach,,,21,0,4252,38427,97.65,0,1166.2,1,9,70,26,0
0436-TWFFZ,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,No,Long Beach,,,21,0,6322,91664,85.25,234.28,583.57,4,0,67,41,0
8566-YPRGL,0,Offer E,Yes,No,No,No,No,Female,No,Long Beach,,,57,0,5279,49647,19.5,0,33.02,0,0,1,0,0
6609-MXJHJ,0,Offer C,Yes,No,No,No,No,Female,Yes,Long Beach,,,39,2,5851,37417,25.1,0,1416.3,0,6,30,0,0
2669-OIDSD,0,Offer B,Yes,Yes,No,Yes,Yes,Female,Yes,Long Beach,,,58,0,3468,35656,100.05,0,48.96,3,3,48,2,0
8400-WZICQ,0,Offer B,Yes,Yes,Yes,No,Yes,Female,Yes,Long Beach,,,49,2,4149,63136,55.7,0,2002.55,1,9,55,14,0
9576-SYUHJ,0,Offer C,Yes,Yes,Yes,No,Yes,Male,No,Long Beach,,,29,0,3194,38902,91.15,0,469.53,3,0,37,69,1
0410-IPFTY,0,Offer C,Yes,Yes,No,Yes,Yes,Female,Yes,Long Beach,,,64,0,4283,425,83.85,0,372.93,3,1,31,9,0
2831-EBWRN,0,Offer E,Yes,Yes,No,No,Yes,Male,No,Altadena,,,46,0,3200,36243,45.9,0,135.72,1,0,4,20,2
9430-NKQLY,0,Offer A,Yes,No,No,No,No,Male,Yes,Arcadia,,,49,2,4185,30028,25.1,0,2010.96,1,7,72,0,0
0247-SLUJI,0,None,Yes,No,No,No,No,Male,Yes,Duarte,,,37,3,2004,27414,19.7,0,34.28,1,2,1,0,0
6483-OATDN,0,None,Yes,Yes,Yes,No,No,Male,Yes,Monrovia,,,47,1,2545,41067,51.3,82,82.88,2,7,8,20,0
1293-HHSHJ,0,Offer C,Yes,No,No,No,No,Female,No,Montrose,,,61,0,5707,7527,21.1,0,831.95,0,0,35,0,0
8610-ZIKJJ,0,None,Yes,No,No,No,No,Female,Yes,Tujunga,,,57,2,2843,26753,20.3,0,70.84,1,2,2,0,0
7801-KICAO,0,Offer D,Yes,Yes,No,No,Yes,Female,No,Pasadena,,,43,0,5033,27891,74.15,0,204.48,0,0,18,13,0
7673-LPRNY,0,None,Yes,Yes,Yes,Yes,No,Female,No,Pasadena,,,43,0,3127,38460,78.55,221,1124.24,0,0,23,12,0
6060-QBMGV,0,Offer A,Yes,No,No,No,No,Male,Yes,Pasadena,,,30,0,4442,23742,19.85,0,245.7,2,9,70,0,0
7339-POGZN,0,None,Yes,Yes,No,No,Yes,Female,No,Pasadena,,,24,0,4288,32369,50.7,0,65,1,0,4,51,0
2828-SLQPF,0,None,Yes,Yes,No,No,No,Male,No,San Marino,,,53,0,4519,13158,45,43,560.88,0,0,19,5,0
4465-VDKIQ,0,None,Yes,Yes,No,No,Yes,Female,No,Glendale,,,61,0,4228,23981,77.8,0,358.74,2,0,18,26,0
2558-BUOZZ,0,Offer B,Yes,Yes,Yes,No,Yes,Male,No,Glendale,,,51,0,5022,17015,94.8,90.72,1891.75,1,0,47,20,0
9257-AZMTZ,0,None,Yes,No,No,No,No,Female,Yes,Glendale,,,22,1,4529,41390,20.1,0,126.88,3,10,52,0,0
0003-MKNFE,0,None,Yes,Yes,No,Yes,Yes,Male,No,Glendale,,,46,0,5414,31297,59.9,0,96.21,0,0,9,10,0
0975-UYDTX,0,Offer C,Yes,Yes,Yes,Yes,Yes,Female,Yes,Glendale,,,46,0,2068,9864,90.1,0,666.38,0,1,26,19,0
4682-BLBUC,0,None,Yes,Yes,No,No,Yes,Male,Yes,La Crescenta,,,19,0,3678,29110,70.95,0,1302.84,0,1,44,48,0
0975-VOOVL,0,None,No,Yes,No,No,No,Female,No,Agoura Hills,,,34,0,4699,25303,29.2,22,0,3,0,3,22,0
5968-VXZLG,0,None,Yes,Yes,No,No,No,Male,No,Calabasas,,,45,0,5096,23661,46.6,11,3.74,0,0,2,12,0
5201-FRKKS,0,Offer C,Yes,Yes,Yes,No,No,Male,No,Winnetka,,,53,0,4815,43857,74.3,508,432.5,0,0,25,26,0
5443-SCMKX,0,None,Yes,Yes,No,Yes,No,Female,Yes,Newbury Park,,,49,0,6166,37779,94.3,1459,1240.04,1,1,58,26,0
8295-KMENE,0,None,Yes,Yes,Yes,No,Yes,Female,Yes,Newhall,,,33,1,5978,30742,76.45,0,782.93,1,0,59,15,0
6738-ISCBM,0,None,No,Yes,Yes,Yes,No,Male,No,Northridge,,,55,0,4256,25751,54,415,0,0,0,44,17,0
9821-BESNZ,0,Offer A,Yes,Yes,No,Yes,No,Male,No,Northridge,,,43,0,4915,32307,104.25,412,2179.32,0,0,66,6,0
3678-MNGZX,0,Offer A,Yes,No,No,No,No,Male,Yes,Porter Ranch,,,45,3,4165,28067,19.95,0,2440.52,0,1,68,0,0
1335-NTIUC,0,None,No,Yes,No,No,No,Male,No,Pacoima,,,61,0,5473,97318,24.95,13,0,0,0,9,7,0
2916-BQZLN,0,None,Yes,Yes,Yes,No,No,Male,No,Reseda,,,29,0,5157,68018,84.75,677,216.98,2,0,19,41,0
4558-CGYCZ,0,None,Yes,No,No,No,No,Male,No,San Fernando,,,20,0,4987,33389,19.75,0,167.76,0,0,4,0,0
2368-GAKKQ,0,Offer A,Yes,Yes,Yes,Yes,Yes,Female,No,Sylmar,,,28,0,6424,81986,113.65,238.18,1212.4,2,0,70,30,0
8710-YGLWG,0,Offer E,Yes,Yes,No,No,No,Male,No,North Hills,,,44,0,2451,57017,44.9,0,15.76,0,0,1,13,0
3199-XGZCY,0,None,Yes,Yes,No,No,Yes,Female,No,Granada Hills,,,51,0,2332,48867,75.25,0,150.56,1,0,8,3,0
3785-KTYSH,0,None,Yes,No,No,No,No,Male,No,Mission Hills,,,24,0,4610,17112,24.6,0,1810.48,2,0,53,0,0
4063-EIKNQ,0,None,Yes,No,No,No,No,Male,Yes,Canyon Country,,,33,2,4075,59259,20.95,0,173.03,0,1,11,0,0
6993-YCOBK,0,None,Yes,Yes,Yes,Yes,No,Male,Yes,Sun Valley,,,48,3,5756,46639,110.6,5006,2421.6,2,1,60,76,2
5206-HPJKM,0,None,Yes,Yes,Yes,No,No,Male,No,Valencia,,,64,0,3190,17846,55.5,131,572.56,2,0,17,14,0
8393-JMVMB,0,Offer E,Yes,No,No,No,No,Male,No,Thousand Oaks,,,34,0,2133,42526,19.45,0,29.15,0,0,1,0,0
6036-TTFYU,0,None,Yes,No,No,No,No,Female,Yes,Thousand Oaks,,,48,0,4298,33057,19.6,0,749.76,1,1,16,0,1
2550-AEVRU,0,None,Yes,Yes,Yes,No,Yes,Female,Yes,Woodland Hills,,,33,2,5660,25988,53.45,33.58,969.57,1,1,57,11,0
0969-RGKCU,0,None,Yes,No,No,No,No,Male,Yes,Woodland Hills,,,31,1,5137,36123,19.8,0,1616.16,0,1,37,0,0
0378-CJKPV,0,None,Yes,Yes,Yes,Yes,No,Female,Yes,Oak Park,,,56,0,4272,14814,112.1,1434,328.32,2,1,72,18,0
1703-MGIAB,0,None,Yes,Yes,No,No,No,Female,No,Van Nuys,,,53,0,4439,50047,69,155,93.33,2,0,17,14,0
4311-QTTAI,0,None,Yes,No,No,No,No,Female,No,Van Nuys,,,63,0,2017,23646,19.35,0,655.2,0,0,16,0,0
4318-RAJVY,0,None,Yes,No,No,No,No,Female,No,Encino,,,57,0,5270,13129,19.8,0,28.4,0,0,10,0,0
3612-YUNGG,0,None,Yes,Yes,No,Yes,No,Male,Yes,Burbank,,,53,1,5543,11517,109.2,809,878.72,0,1,64,12,0
2254-DLXRI,0,Offer E,Yes,Yes,No,No,Yes,Female,No,Burbank,,,33,0,2742,25882,79.15,0,18,1,0,1,23,1
5062-CJJKH,0,None,Yes,Yes,No,No,No,Male,Yes,Burbank,,,63,3,5854,29245,53.65,718,904.25,1,1,25,53,0
9028-LIHRP,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,Burbank,,,22,1,5502,18539,100.2,0,2391.99,0,1,71,27,0
1053-MXTTK,0,None,Yes,Yes,Yes,Yes,Yes,Female,Yes,North Hollywood,,,63,1,5730,16996,108.65,0,1041.12,0,1,72,29,0
1530-ZTDOZ,0,None,No,Yes,Yes,No,Yes,Female,Yes,Studio City,,,57,0,5565,26157,40.65,0,0,1,6,49,11,0
1301-LOPVR,0,None,No,Yes,Yes,Yes,No,Male,Yes,North Hollywood,,,62,3,5138,57146,55.35,933,0,0,6,29,57,0
0853-TWRVK,0,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,North Hollywood,,,59,0,5981,45358,105.6,0,442.8,3,5,72,5,1
6212-ATMLK,0,None,Yes,Yes,No,Yes,Yes,Female,No,Rancho Cucamonga,,,42,0,4164,39064,95.7,0,2457,2,0,50,6,0
8200-LGKSR,0,None,Yes,Yes,Yes,Yes,No,Male,Yes,Azusa,,,47,0,5350,57775,83.2,735,2491.39,2,6,71,12,0
0670-ANMUU,0,None,Yes,Yes,Yes,Yes,No,Male,No,Chino Hills,,,47,0,5319,66754,97.65,334,1176.47,1,0,71,5,0
6897-RWMUB,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,Chino,,,23,2,4436,75319,68.05,0,2580.91,1,2,61,59,0
6999-CHVCF,0,None,Yes,Yes,Yes,Yes,Yes,Male,No,Covina,,,40,0,5228,17554,102.1,0,3360.56,0,0,68,7,0
6134-KWTBV,0,None,Yes,No,No,No,No,Male,No,Covina,,,43,0,5822,25068,23.4,0,3033.66,1,0,62,0,0
1077-HUUJM,0,Offer E,Yes,Yes,No,No,Yes,Female,No,Rancho Cucamonga,,,48,1,4668,51970,71.05,0,199.5,2,0,7,13,0
0895-LNKRC,0,Offer E,Yes,No,No,No,No,Male,Yes,El Monte,,,53,3,3461,62660,19.45,0,9.42,1,10,6,0,0
8417-GSODA,0,None,Yes,Yes,No,Yes,Yes,Male,Yes,Rancho Cucamonga,,,37,3,5116,23079,92.2,77.04,369.32,0,1,28,30,0
5171-EPLKN,0,None,Yes,No,No,No,No,Male,No,Rancho Cucamonga,,,27,0,2176,12937,19.85,0,1286.55,2,0,27,0,0
4452-QIIEB,0,Offer E,Yes,Yes,No,No,Yes,Male,No,Glendora,,,41,0,3565,25135,43.9,0,210.28,1,0,7,6,0
7820-ZYGNY,0,None,Yes,Yes,No,Yes,No,Male,No,La Puente,,,33,0,4616,30802,90.45,1631,580.23,1,0,63,28,1
9677-AVKED,0,None,Yes,Yes,No,Yes,Yes,Female,No,La Verne,,,55,2,4733,35530,84.6,0,770.62,2,0,53,18,0
2227-JRSJX,0,Offer D,Yes,Yes,No,Yes,No,Female,No,Monterey Park,,,22,0,5324,33280,99.15,998,128.52,2,0,21,51,0
9847-HNVGP,0,Offer D,Yes,No,No,No,No,Male,No,Monterey Park,,,23,0,2221,26933,19.95,0,440.47,2,0,17,0,0
6696-YDAYZ,0,Offer D,Yes,No,No,No,No,Male,Yes,Mt Baldy,,,30,2,2856,47,20.5,0,435.84,0,3,16,0,0
8980-WQFWL,0,None,Yes,Yes,No,Yes,No,Female,No,Ontario,,,61,0,5315,56280,62.1,147,75.25,2,0,35,7,0
6506-EYCNH,0,None,Yes,No,No,No,No,Female,Yes,Montclair,,,27,3,3948,34447,19.55,0,443.8,3,9,28,0,1
4634-JLRJT,0,Offer E,Yes,No,No,No,No,Female,No,Ontario,,,30,0,2183,49474,20.35,0,29.86,1,0,1,0,2
9501-UKKNL,0,None,No,Yes,No,Yes,No,Male,No,Diamond Bar,,,43,0,6107,46532,51.7,210,0,2,0,59,7,0
2560-QTSBS,0,None,Yes,No,No,No,No,Female,Yes,Pomona,,,26,2,4152,69974,23.3,0,1306.08,0,6,72,0,0
4795-WRNVT,0,None,Yes,Yes,Yes,No,Yes,Female,No,Pomona,,,32,0,3885,36057,65.1,0,462.4,2,0,40,26,0
6080-TCMYC,0,None,Yes,Yes,No,No,Yes,Male,Yes,Rosemead,,,55,3,5370,61623,81.2,0,140.8,1,4,40,56,0
7860-UXCRM,0,None,Yes,Yes,Yes,No,Yes,Male,Yes,San Gabriel,,,22,2,6382,23444,74.5,0,2656.71,1,9,63,73,0
6357-JJPQT,0,None,Yes,Yes,No,No,No,Female,No,San Gabriel,,,48,0,2032,38041,80.5,12,80.58,0,0,3,5,0
2292-XQWSV,0,None,No,Yes,No,Yes,Yes,Male,Yes,Temple City,,,19,2,3724,32718,60.3,0,0,0,3,40,26,0
9552-TGUZV,0,Offer E,Yes,Yes,Yes,No,No,Male,Yes,Upland,,,57,0,5413,23331,75,118,165.36,2,8,8,18,0
9643-YBLUR,0,Offer E,Yes,Yes,No,Yes,Yes,Male,Yes,West Covina,,,27,0,2907,30458,69.05,0,234.27,3,4,9,59,0
8734-FNWVH,0,None,Yes,Yes,No,Yes,No,Male,Yes,West Covina,,,21,1,2425,31622,59.7,1077,950.77,0,6,31,59,0
9447-YPTBX,0,None,Yes,No,No,No,No,Female,Yes,Alhambra,,,30,0,4358,54382,19.85,0,1405,1,1,50,0,0
9026-LHEVG,0,Offer E,No,Yes,No,Yes,No,Female,No,Boulevard,,,45,0,2973,1509,40.75,75,0,0,0,9,21,0
7011-CVEUC,0,None,Yes,Yes,No,Yes,No,Male,Yes,Chula Vista,,,51,0,4535,71126,95.7,187,95.25,1,7,25,8,0
7925-PNRGI,0,Offer B,Yes,Yes,Yes,No,No,Female,Yes,Chula Vista,,,51,2,3111,2606,81.3,390,459.45,1,9,45,11,0
1552-CZCLL,0,Offer B,Yes,No,No,No,No,Female,Yes,Descanso,,,31,1,4277,1587,20,0,1721.5,2,4,55,0,0
3038-PQIUY,0,None,Yes,Yes,Yes,No,No,Female,No,Dulzura,,,39,0,4933,727,66.15,328,765.32,0,0,38,13,0
9313-CDOGY,0,None,Yes,No,No,No,No,Male,Yes,Imperial Beach,,,40,2,3854,26662,19.6,0,918.08,1,3,38,0,0
8148-BPLZQ,0,None,Yes,Yes,No,No,No,Male,No,Jacumba,,,34,0,2711,699,49.8,468,166.26,0,0,34,27,0
2623-DRYAM,0,None,Yes,Yes,No,Yes,Yes,Female,Yes,Jamul,,,19,0,5596,8759,101.75,0,1391.6,0,0,70,26,0
9987-LUTYD,0,Offer D,Yes,Yes,Yes,No,Yes,Female,No,La Mesa,,,20,0,3161,44652,55.15,0,606.84,1,0,13,59,0
4488-KQFDT,0,Offer B,Yes,Yes,No,Yes,Yes,Female,No,Lemon Grove,,,21,0,4148,24961,103.95,0,941.84,2,0,61,30,1
5693-PIPCS,0,Offer B,Yes,Yes,No,Yes,No,Male,No,National City,,,29,0,2640,62355,99.65,2490,887.24,0,0,41,59,0
0491-KAPQG,0,Offer D,Yes,Yes,No,No,Yes,Male,No,Pine Valley,,,28,0,2071,1604,73.7,0,599.34,0,0,21,42,0
8039-EQPIM,0,None,No,Yes,Yes,Yes,Yes,Male,Yes,Spring Valley,,,22,0,5717,56100,60.25,0,0,1,7,69,59,0
3209-ZPKFI,0,Offer B,Yes,Yes,No,No,No,Male,Yes,Borrego Springs,,,28,1,2320,2863,54.25,660,1844.75,0,1,47,26,0
6479-VDGRK,0,None,Yes,Yes,Yes,Yes,Yes,Female,Yes,Cardiff By The Sea,,,46,1,4456,10375,85.3,0,2601.36,1,0,72,21,0
3569-JFODW,0,None,Yes,Yes,Yes,Yes,No,Female,Yes,Del Mar,,,20,1,5096,13945,90.95,3127,3287.52,1,2,72,47,0
1591-XWLGB,0,None,Yes,No,No,No,No,Female,Yes,El Cajon,,,44,0,4121,61872,19.85,0,1307.11,0,10,71,0,0
