id,left,satisfaction,evaluation,projects,hours,years,accident,promotion,department,salary
6827,0,0.34,0.62,4,158,2,0,0,technical,medium
6828,0,0.68,0.51,5,158,3,0,0,technical,medium
6829,0,0.56,0.77,5,238,4,0,0,technical,medium
6830,0,0.72,0.71,3,242,2,0,0,technical,medium
6831,0,0.76,0.55,4,250,3,0,0,technical,medium
6832,0,0.87,0.57,4,175,2,0,0,technical,medium
6833,0,0.97,0.63,3,270,4,1,0,technical,high
6834,0,0.8,0.62,3,171,3,0,0,technical,low
6835,0,0.67,0.81,5,175,6,1,0,technical,medium
6836,0,0.6,0.97,5,145,2,0,0,technical,medium
6837,0,0.88,0.5,3,170,3,0,0,technical,medium
6838,0,0.64,0.74,3,267,2,0,0,support,medium
6839,0,0.85,0.7,3,188,2,0,0,support,low
6840,0,0.9,0.48,3,213,3,0,0,support,low
6841,0,0.76,0.84,5,249,3,0,0,support,low
6842,0,0.55,0.66,3,134,3,0,0,support,low
6843,0,0.76,0.77,5,234,3,0,0,support,low
6844,0,0.87,0.72,3,201,3,0,0,support,low
6845,0,0.8,0.82,3,178,3,0,0,support,low
6846,0,0.54,0.68,4,183,2,0,0,support,low
6847,0,0.84,0.91,4,207,3,0,0,support,low
6848,0,0.85,0.64,4,147,3,0,0,support,low
6849,0,0.95,0.49,3,188,3,0,0,technical,low
6850,0,0.48,0.56,3,229,3,0,0,technical,low
6851,0,0.53,0.77,2,271,2,0,0,technical,low
6852,0,0.8,0.82,4,175,2,0,0,management,low
6853,0,0.4,0.46,2,109,3,0,0,IT,low
6854,0,0.76,0.69,4,253,3,0,0,IT,low
6855,0,0.99,0.64,3,174,4,0,0,IT,low
6856,0,0.49,0.64,3,142,4,0,0,IT,low
6857,0,0.94,0.71,3,175,3,0,0,IT,low
6858,0,0.54,0.73,4,266,3,0,0,product_mng,low
6859,0,0.13,0.93,4,253,5,1,0,product_mng,low
6860,0,0.91,0.84,3,237,2,0,0,product_mng,medium
6861,0,0.73,0.56,3,215,3,0,0,product_mng,medium
6862,0,0.65,0.97,3,171,3,0,0,IT,medium
6863,0,0.23,0.51,6,194,4,1,0,RandD,medium
6864,0,0.23,0.88,5,238,6,0,0,RandD,medium
6865,0,0.89,0.51,3,249,3,0,0,RandD,medium
6866,0,0.81,0.8,3,183,2,1,0,RandD,medium
6867,0,0.51,0.74,3,271,4,0,0,RandD,medium
6868,0,0.35,0.81,6,256,3,0,0,RandD,medium
6869,0,0.49,0.66,3,169,3,0,0,marketing,medium
6870,0,0.51,0.8,3,254,2,0,0,sales,medium
6871,0,0.66,0.86,4,112,6,0,0,accounting,medium
6872,0,0.74,0.96,5,222,2,0,0,support,high
6873,0,0.57,0.96,4,177,2,0,0,technical,low
6874,0,0.8,0.74,5,181,4,1,0,management,medium
6875,0,0.79,0.84,4,144,2,1,0,marketing,medium
6876,0,0.74,0.94,4,255,4,0,0,marketing,medium
6877,0,0.74,0.8,3,219,2,0,0,marketing,medium
6878,0,0.4,1,6,206,2,0,0,sales,low
6879,0,0.14,0.71,2,155,3,0,0,sales,low
6880,0,0.83,0.87,5,248,3,0,0,sales,low
6881,0,0.76,0.52,4,259,2,0,0,sales,low
6882,0,0.8,0.8,3,271,4,0,0,sales,low
6883,0,0.95,0.38,2,103,3,0,0,sales,low
6884,0,0.88,0.76,4,159,4,1,0,sales,low
6885,0,0.92,0.85,4,184,3,0,0,sales,low
6886,0,0.16,0.88,4,201,6,0,0,sales,medium
6887,0,0.7,0.63,3,157,4,0,0,sales,medium
6888,0,0.71,0.93,3,287,5,0,0,sales,medium
6889,0,0.52,0.82,2,242,3,0,0,sales,medium
6890,0,0.49,0.58,5,246,3,1,0,sales,medium
6891,0,0.5,0.57,3,219,3,0,0,sales,medium
6892,0,0.86,0.94,3,212,3,0,0,sales,medium
6893,0,0.49,0.99,5,262,2,1,0,sales,medium
6894,0,0.69,0.91,4,128,3,1,0,sales,medium
6895,0,0.96,1,3,231,6,0,0,sales,medium
6896,0,0.87,0.54,3,260,2,0,0,sales,medium
6897,0,0.36,0.4,3,160,3,0,0,accounting,medium
6898,0,0.86,1,3,166,3,1,0,accounting,medium
6899,0,0.79,0.74,4,222,2,0,0,accounting,medium
6900,0,1,0.52,4,171,4,0,0,hr,medium
6901,0,0.88,0.88,3,220,4,0,0,hr,medium
6902,0,0.49,0.65,4,176,3,1,0,hr,medium
6903,0,0.52,0.62,3,160,2,0,0,hr,medium
6904,0,0.76,0.78,3,162,3,0,0,technical,medium
6905,0,0.69,0.91,3,167,2,0,0,technical,medium
6906,0,0.69,0.81,5,217,2,0,0,technical,medium
6907,0,0.75,0.58,3,159,3,0,0,technical,medium
6908,0,0.47,0.47,4,191,3,0,0,technical,medium
6909,0,0.88,1,3,125,3,0,0,technical,medium
6910,0,0.49,0.43,5,210,4,1,0,technical,medium
6911,0,0.92,0.67,4,241,3,0,0,technical,high
6912,0,0.24,0.48,4,145,3,1,0,technical,high
6913,0,0.69,1,5,237,3,0,0,technical,high
6914,0,0.81,0.57,4,213,4,0,0,technical,high
6915,0,0.61,0.48,4,257,2,0,0,support,high
6916,0,0.75,0.86,6,114,4,0,0,support,high
6917,0,0.69,0.86,4,214,2,0,0,support,high
6918,0,0.53,0.49,3,191,3,0,0,support,high
6919,0,0.93,0.96,4,223,3,1,0,support,high
6920,0,0.15,0.67,5,249,5,0,0,support,high
6921,0,0.48,0.41,5,286,3,0,0,support,high
6922,0,0.67,0.73,4,251,3,0,0,support,high
6923,0,0.36,0.93,3,162,5,0,0,support,low
6924,0,0.35,0.54,3,138,4,0,0,support,low
6925,0,0.65,0.62,4,235,3,0,0,support,low
6926,0,0.8,0.5,4,125,3,0,0,technical,low
6927,0,0.97,0.96,5,210,6,1,0,technical,low
6928,0,0.67,0.64,4,136,3,0,0,technical,low
6929,0,0.58,0.78,3,223,3,0,0,management,low
6930,0,0.61,0.67,3,188,5,0,0,IT,low
6931,0,0.97,0.66,4,214,2,1,0,IT,low
6932,0,0.87,0.97,4,160,3,0,0,IT,low
6933,0,0.8,0.71,4,200,2,0,0,IT,low
6934,0,0.91,0.55,3,223,3,0,0,IT,low
6935,0,0.63,0.73,3,272,2,0,0,product_mng,low
6936,0,0.79,0.96,4,170,2,0,0,product_mng,low
6937,0,0.89,0.57,2,235,3,1,0,product_mng,low
6938,0,1,0.87,3,274,3,0,0,product_mng,medium
6939,0,0.6,0.73,5,203,2,0,0,IT,medium
6940,0,0.7,0.8,4,236,2,0,0,RandD,medium
6941,0,0.79,0.81,4,203,3,0,0,RandD,medium
6942,0,0.88,0.72,4,249,3,1,0,RandD,medium
6943,0,0.87,0.48,4,133,2,0,0,RandD,medium
6944,0,0.52,0.58,3,203,2,0,0,RandD,medium
6945,0,0.59,0.75,3,168,3,0,0,RandD,medium
6946,0,0.64,0.75,4,172,4,0,0,marketing,medium
6947,0,0.81,0.83,3,177,2,0,0,sales,medium
6948,0,0.87,0.57,3,149,2,0,0,accounting,medium
6949,0,0.74,0.61,3,231,2,0,0,support,medium
6950,0,0.73,0.89,3,226,3,1,0,technical,high
6951,0,0.97,0.58,4,187,4,1,0,management,high
6952,0,0.54,0.81,3,145,2,0,0,marketing,high
6953,0,0.59,0.55,4,138,2,0,0,marketing,high
6954,0,0.99,0.95,3,153,4,0,0,marketing,high
6955,0,0.79,0.75,4,168,3,0,0,sales,high
6956,0,0.96,0.37,3,111,2,0,0,sales,high
6957,0,0.54,0.67,3,154,2,0,0,sales,high
6958,0,0.79,0.84,4,171,3,0,0,sales,low
6959,0,0.64,0.79,3,253,2,0,0,sales,low
6960,0,0.65,0.53,4,160,3,0,0,sales,low
6961,0,0.87,0.86,3,196,4,0,0,sales,low
6962,0,0.7,0.59,4,178,3,0,0,sales,low
6963,0,0.89,0.81,3,268,3,0,0,sales,low
6964,0,0.61,0.58,6,146,3,0,0,sales,low
6965,0,0.9,0.49,4,185,2,0,0,sales,low
6966,0,0.49,0.54,4,247,3,1,0,sales,medium
6967,0,0.85,0.97,4,210,2,0,0,sales,medium
6968,0,0.54,0.58,3,234,3,0,0,sales,medium
6969,0,0.64,0.57,4,271,2,0,0,sales,medium
6970,0,0.81,0.77,5,102,5,0,0,sales,medium
6971,0,0.49,0.66,3,163,3,0,0,sales,medium
6972,0,0.58,0.57,3,144,4,1,0,sales,medium
6973,0,0.62,0.49,3,172,3,0,0,sales,medium
6974,0,0.8,0.84,3,203,3,1,0,accounting,medium
6975,0,0.64,0.64,3,192,3,1,0,accounting,medium
6976,0,0.81,0.86,5,159,2,0,0,accounting,medium
6977,0,0.8,0.74,3,159,2,0,0,hr,medium
6978,0,0.92,0.81,4,206,2,0,0,hr,medium
6979,0,0.66,0.98,4,225,2,1,0,hr,medium
6980,0,0.79,0.89,3,252,2,0,0,hr,medium
6981,0,0.74,0.54,6,113,3,0,0,technical,medium
6982,0,0.79,0.74,3,238,2,0,0,technical,medium
6983,0,0.87,0.94,3,217,3,0,0,technical,medium
6984,0,0.49,0.57,4,145,2,0,0,technical,medium
6985,0,0.3,0.44,5,128,4,1,0,technical,medium
6986,0,0.85,0.89,4,177,3,0,0,technical,medium
6987,0,0.61,0.97,4,256,4,0,0,technical,medium
6988,0,0.68,0.55,3,182,3,1,0,technical,medium
6989,0,0.67,0.67,4,226,2,0,0,technical,high
6990,0,0.63,0.73,5,168,3,0,0,technical,low
6991,0,0.63,0.94,4,145,3,0,0,technical,medium
6992,0,0.5,0.88,4,172,4,0,0,support,medium
6993,0,0.7,0.55,4,233,2,0,0,support,medium
6994,0,0.18,0.46,5,202,4,0,0,support,medium
6995,0,0.77,0.55,5,255,2,0,0,support,medium
6996,0,0.78,0.61,3,257,3,0,0,support,medium
6997,0,0.54,0.77,3,185,3,0,0,support,medium
6998,0,0.9,0.69,3,231,4,0,0,support,medium
6999,0,0.56,0.76,3,207,2,0,0,support,medium
7000,0,0.63,0.81,3,215,3,0,0,support,medium
7001,0,0.68,0.75,5,243,3,1,0,support,low
7002,0,0.96,0.54,3,198,3,0,0,support,low
7003,0,0.85,0.87,6,232,6,0,0,technical,low
7004,0,0.82,0.66,4,150,3,0,0,technical,low
7005,0,0.44,0.39,2,188,3,0,0,technical,low
7006,0,0.86,0.97,4,155,3,0,0,management,low
7007,0,0.56,0.68,3,109,3,0,0,IT,low
7008,0,0.69,0.94,3,170,3,0,0,IT,high
7009,0,0.91,0.85,5,214,2,0,0,IT,low
7010,0,0.99,0.94,3,244,3,0,0,IT,high
7011,0,0.76,0.84,5,137,4,0,0,IT,high
7012,0,0.63,0.67,5,250,2,0,0,product_mng,low
7013,0,0.21,0.62,4,247,3,1,0,product_mng,low
7014,0,0.63,0.43,2,222,4,0,0,product_mng,high
7015,0,0.58,0.51,2,100,2,0,0,product_mng,low
7016,0,0.52,0.84,4,212,3,0,0,IT,medium
7017,0,0.89,0.64,3,184,5,0,0,RandD,high
7018,0,0.81,0.81,4,177,3,0,0,RandD,medium
7019,0,0.62,0.73,3,138,3,0,0,RandD,medium
7020,0,0.83,0.5,4,167,3,1,0,RandD,medium
7021,0,0.85,0.99,3,201,3,0,0,RandD,medium
7022,0,0.52,0.61,5,162,3,0,0,marketing,high
7023,0,0.57,0.97,5,126,5,0,0,sales,medium
7024,0,0.93,1,4,145,3,0,0,accounting,medium
7025,0,0.78,0.89,3,211,3,0,0,support,medium
7026,0,0.65,0.59,3,167,2,0,0,technical,high
7027,0,0.42,0.74,5,256,6,0,0,management,medium
7028,0,0.22,0.61,6,237,5,0,0,marketing,high
7029,0,0.71,0.96,5,135,4,1,0,marketing,low
7030,0,0.44,0.68,5,209,4,0,0,marketing,medium
7031,0,0.6,0.52,4,190,3,0,0,sales,medium
7032,0,0.68,0.61,3,134,4,0,0,sales,medium
7033,0,0.53,0.41,2,148,2,1,0,sales,medium
7034,0,0.8,0.82,4,202,3,0,0,sales,low
7035,0,0.97,0.82,4,176,2,0,0,sales,low
7036,0,0.47,0.47,2,221,6,0,0,sales,low
7037,0,0.96,0.93,3,156,3,0,0,sales,low
7038,0,0.81,0.45,6,98,3,0,0,sales,low
7039,0,0.86,0.65,4,134,4,0,0,sales,low
7040,0,0.59,0.82,4,203,4,1,0,sales,low
7041,0,0.53,0.97,3,189,3,0,0,sales,low
7042,0,0.57,0.86,3,258,2,0,0,sales,low
7043,0,0.7,0.48,4,237,3,0,0,sales,low
7044,0,0.58,0.59,4,224,3,0,0,sales,high
7045,0,0.43,0.86,5,125,3,1,0,sales,low
7046,0,0.92,0.82,4,207,4,0,0,sales,low
7047,0,0.24,0.7,5,194,3,0,0,sales,low
7048,0,0.67,0.52,3,273,3,0,0,sales,low
7049,0,0.68,0.84,3,209,3,0,0,sales,high
7050,0,0.54,0.75,3,181,3,0,0,accounting,low
7051,0,0.73,0.63,3,172,4,1,0,accounting,low
7052,0,0.59,0.41,4,139,3,0,0,accounting,low
7053,0,0.22,0.64,6,260,4,0,0,hr,high
7054,0,0.49,0.83,3,168,4,1,0,hr,low
7055,0,0.91,1,6,242,3,1,0,hr,medium
7056,0,0.18,0.97,4,206,3,0,0,hr,high
7057,0,0.71,0.41,5,107,4,0,0,technical,medium
7058,0,0.56,0.66,5,216,2,0,0,technical,high
7059,0,0.84,0.62,4,152,3,0,0,technical,medium
7060,0,0.59,0.49,5,122,5,0,0,technical,medium
7061,0,0.88,0.62,4,138,3,0,0,technical,medium
7062,0,0.8,0.52,3,182,2,0,0,technical,medium
7063,0,0.53,0.63,3,205,2,0,0,technical,medium
7064,0,0.53,0.83,3,267,4,0,0,technical,medium
7065,0,0.3,0.67,3,150,2,0,0,technical,medium
7066,0,0.91,0.7,4,134,2,0,0,technical,medium
7067,0,0.32,0.66,5,116,5,1,0,technical,high
7068,0,0.73,0.87,3,181,3,0,0,support,low
7069,0,0.87,0.54,3,268,3,0,0,support,medium
7070,0,0.57,0.73,3,129,3,0,0,support,medium
7071,0,0.62,0.94,3,151,4,0,0,support,medium
7072,0,0.55,0.91,3,243,4,0,0,support,medium
7073,0,0.93,0.57,5,143,2,0,0,support,medium
7074,0,0.3,0.47,6,156,2,1,0,support,medium
7075,0,0.57,0.7,3,210,2,0,0,support,medium
7076,0,0.9,0.85,4,279,6,0,0,support,medium
7077,0,0.83,0.79,4,270,3,1,0,support,medium
7078,0,0.38,0.64,5,160,3,0,0,support,high
7079,0,0.97,0.95,4,173,2,0,0,technical,low
7080,0,0.7,1,4,261,3,0,0,technical,low
7081,0,0.26,0.73,4,178,6,0,0,technical,low
7082,0,0.58,0.58,3,122,3,0,0,management,high
7083,0,0.69,0.57,5,227,4,0,0,IT,low
7084,0,0.88,0.6,2,168,3,0,0,IT,low
7085,0,0.57,0.91,4,252,4,0,0,IT,low
7086,0,0.94,0.8,5,170,4,0,0,IT,high
7087,0,0.94,0.58,3,135,3,0,0,IT,low
7088,0,0.46,0.49,5,286,5,0,0,product_mng,low
7089,0,0.49,0.57,2,213,3,1,0,product_mng,low
7090,0,0.96,1,5,148,3,0,0,product_mng,low
7091,0,0.29,0.95,5,117,4,0,0,product_mng,low
7092,0,0.94,0.69,3,164,2,0,0,IT,low
7093,0,0.56,0.64,3,262,2,1,0,RandD,low
7094,0,0.18,0.49,5,250,5,1,0,RandD,medium
7095,0,0.84,0.83,4,222,3,0,0,RandD,medium
7096,0,0.58,0.96,3,192,4,0,0,RandD,medium
7097,0,0.21,0.6,5,151,6,0,0,RandD,medium
7098,0,0.59,0.53,4,216,2,0,0,marketing,medium
7099,0,0.66,0.65,3,234,2,0,0,marketing,medium
7100,0,0.58,0.82,4,268,3,0,0,sales,medium
7101,0,0.66,0.49,4,194,5,0,0,accounting,medium
7102,0,0.56,0.78,3,200,2,0,0,support,medium
7103,0,0.92,0.78,3,194,3,0,0,technical,medium
7104,0,0.56,0.69,3,176,3,0,0,management,medium
7105,0,0.57,0.59,4,158,3,0,0,marketing,medium
7106,0,0.99,0.79,3,271,4,0,0,marketing,high
7107,0,0.76,0.93,4,187,4,0,0,marketing,low
7108,0,0.78,0.91,4,202,2,0,0,sales,medium
7109,0,0.99,0.48,5,202,2,0,0,sales,medium
7110,0,0.71,0.95,6,204,3,1,0,sales,medium
7111,0,0.51,0.96,4,204,3,1,0,sales,medium
7112,0,0.88,0.82,3,244,3,0,0,sales,low
7113,0,0.96,0.83,3,234,3,0,0,sales,low
7114,0,0.9,0.64,4,217,3,0,0,sales,low
7115,0,0.77,0.51,4,142,4,0,0,sales,low
7116,0,0.95,0.5,4,186,3,1,0,sales,low
7117,0,0.85,0.67,3,267,2,1,0,sales,low
7118,0,0.46,0.79,2,108,3,0,0,sales,low
7119,0,0.57,0.95,3,274,4,0,0,sales,low
7120,0,0.93,1,3,148,4,0,0,sales,low
7121,0,0.78,0.68,5,168,3,0,0,sales,low
7122,0,0.68,1,4,185,2,1,0,sales,low
7123,0,0.83,0.78,3,257,2,0,0,sales,low
7124,0,0.56,0.51,5,256,4,1,0,sales,low
7125,0,0.93,0.78,2,188,2,0,0,sales,low
7126,0,0.13,0.53,6,173,4,0,0,sales,low
7127,0,0.71,0.99,5,208,2,1,0,accounting,low
7128,0,0.98,0.74,4,202,3,0,0,accounting,low
7129,0,0.83,0.82,3,134,3,0,0,accounting,low
7130,0,0.78,0.65,3,154,2,0,0,hr,low
7131,0,0.35,0.58,3,103,3,0,0,hr,low
7132,0,0.67,0.55,4,256,6,0,0,hr,low
7133,0,0.86,0.88,4,274,3,0,0,hr,medium
7134,0,0.33,0.61,2,163,3,0,0,technical,medium
7135,0,0.3,0.86,6,232,3,0,0,technical,medium
7136,0,0.75,0.63,4,268,3,0,0,technical,medium
7137,0,0.8,0.98,3,209,3,0,0,technical,medium
7138,0,0.98,0.53,5,238,3,0,0,technical,medium
7139,0,0.72,0.48,3,155,2,0,0,technical,medium
7140,0,0.82,0.52,5,270,3,0,0,technical,medium
7141,0,0.91,0.59,3,134,2,1,0,technical,medium
7142,0,0.84,0.78,3,221,3,1,0,technical,medium
7143,0,0.95,0.74,4,258,3,0,0,technical,medium
7144,0,0.53,0.51,6,272,5,0,0,technical,medium
7145,0,0.5,0.5,4,184,3,0,0,support,high
7146,0,0.36,0.95,6,276,2,0,0,support,low
7147,0,0.33,0.38,4,186,3,0,0,support,medium
7148,0,0.38,0.47,3,189,5,0,0,support,medium
7149,0,0.7,0.9,3,224,3,0,0,support,medium
7150,0,0.44,0.45,6,237,6,0,0,support,medium
7151,0,0.32,0.66,3,144,2,0,0,support,low
7152,0,0.63,0.93,6,171,3,1,0,support,low
7153,0,0.56,0.54,3,232,2,0,0,support,low
7154,0,0.56,0.78,4,193,2,1,0,support,low
7155,0,0.81,0.78,3,166,2,0,0,support,low
7156,0,0.89,0.75,3,167,2,0,0,technical,low
7157,0,0.63,0.87,2,101,3,0,0,technical,low
7158,0,0.64,0.66,5,266,3,0,0,technical,low
7159,0,0.46,0.53,3,135,2,0,0,management,low
7160,0,0.76,0.56,4,137,3,0,0,IT,low
7161,0,0.99,0.71,3,191,3,0,0,IT,low
7162,0,0.85,0.76,4,262,2,0,0,IT,low
7163,0,0.78,0.99,3,174,3,0,0,IT,low
7164,0,0.91,0.56,4,241,2,0,0,IT,low
7165,0,0.16,0.57,5,144,4,1,0,product_mng,low
7166,0,0.71,0.57,3,218,3,0,0,product_mng,low
7167,0,0.92,0.68,5,210,2,0,0,product_mng,low
7168,0,0.21,0.98,6,208,5,1,0,product_mng,low
7169,0,0.74,0.6,3,232,3,0,0,IT,low
7170,0,0.76,0.6,3,140,2,0,0,RandD,low
7171,0,0.62,0.95,3,189,4,0,0,RandD,low
7172,0,1,0.61,5,264,3,0,0,RandD,medium
7173,0,0.67,0.54,5,157,2,0,0,RandD,medium
7174,0,0.81,0.87,4,161,2,0,0,RandD,medium
7175,0,0.84,0.69,4,149,3,0,0,marketing,medium
7176,0,0.84,0.99,3,144,4,0,0,sales,medium
7177,0,0.97,0.97,4,242,2,0,0,accounting,medium
7178,0,0.7,0.5,6,214,5,0,0,support,medium
7179,0,0.52,0.74,4,174,3,0,0,technical,medium
7180,0,0.46,0.88,5,169,3,0,0,management,medium
7181,0,1,0.87,4,268,2,0,0,marketing,medium
7182,0,0.91,0.58,3,257,3,0,0,marketing,medium
7183,0,0.16,0.69,4,187,5,0,0,marketing,medium
7184,0,0.58,0.62,5,270,2,0,0,sales,high
7185,0,0.75,0.61,5,173,4,0,0,sales,low
7186,0,0.96,0.62,6,193,4,0,0,sales,medium
7187,0,0.92,0.78,4,212,2,0,0,sales,medium
7188,0,0.35,0.63,3,156,3,0,0,sales,medium
7189,0,0.56,0.96,3,244,3,0,0,sales,medium
7190,0,0.27,0.96,3,255,4,0,0,sales,low
7191,0,0.66,0.72,5,152,3,1,0,sales,low
7192,0,0.66,0.98,4,163,3,1,0,sales,low
7193,0,0.98,0.69,3,150,2,0,0,sales,low
7194,0,0.51,0.58,4,169,2,0,0,sales,low
7195,0,0.51,0.83,3,133,3,0,0,sales,low
7196,0,0.53,0.94,4,202,3,1,0,sales,low
7197,0,0.69,0.7,4,169,2,0,0,sales,low
7198,0,0.66,0.74,4,270,2,1,0,sales,low
7199,0,0.89,0.76,3,251,2,1,0,sales,low
7200,0,0.74,0.64,3,267,5,0,0,sales,low
7201,0,0.82,0.75,4,224,3,0,0,sales,low
7202,0,0.66,0.9,3,250,2,0,0,sales,low
7203,0,0.59,0.97,3,258,2,0,0,accounting,low
7204,0,0.13,0.65,2,209,5,0,0,accounting,low
7205,0,0.68,0.74,4,215,3,0,0,accounting,low
7206,0,0.5,0.81,3,183,3,0,0,hr,low
7207,0,0.6,0.82,3,143,3,0,0,hr,low
7208,0,0.87,0.98,3,174,3,0,0,hr,low
7209,0,0.51,0.89,6,170,4,0,0,hr,low
7210,0,0.78,0.63,3,202,2,0,0,technical,low
7211,0,0.66,0.96,4,160,2,0,0,technical,medium
7212,0,0.72,0.73,5,211,2,0,0,technical,medium
7213,0,0.57,0.98,3,236,3,1,0,technical,medium
7214,0,0.5,0.49,4,236,3,0,0,technical,medium
7215,0,0.72,0.62,4,252,2,1,0,technical,medium
7216,0,0.41,0.48,3,155,2,1,0,technical,medium
7217,0,0.55,0.65,5,138,2,0,0,technical,medium
7218,0,0.49,0.94,4,195,3,1,0,technical,medium
7219,0,0.8,0.94,3,150,3,0,0,technical,medium
7220,0,0.78,0.51,3,172,3,0,0,technical,medium
7221,0,0.69,0.56,3,240,2,0,0,support,medium
7222,0,0.83,0.98,3,229,6,0,0,support,medium
7223,0,0.89,0.73,3,169,3,0,0,support,high
7224,0,0.94,0.82,3,246,3,0,0,support,low
7225,0,0.51,0.53,4,260,2,1,0,support,medium
7226,0,0.89,0.9,4,101,6,0,0,support,medium
7227,0,0.99,0.69,3,190,3,0,0,support,medium
7228,0,0.79,0.66,3,154,4,0,0,support,medium
7229,0,0.98,0.97,4,196,4,0,0,support,low
7230,0,0.98,0.97,3,209,3,0,0,support,low
7231,0,0.97,0.67,4,223,3,0,0,support,low
7232,0,0.71,0.71,4,221,3,0,0,technical,low
7233,0,0.49,0.6,4,141,3,0,0,technical,low
7234,0,0.72,0.71,3,135,3,0,0,technical,low
7235,0,0.58,0.61,2,191,3,1,0,management,low
7236,0,0.65,1,4,195,3,0,0,IT,low
7237,0,0.18,0.55,5,217,4,0,0,IT,low
7238,0,0.83,0.99,4,184,3,0,0,IT,low
7239,0,0.2,0.76,5,188,3,0,0,IT,low
7240,0,0.96,0.93,6,240,6,0,0,IT,low
7241,0,0.59,0.69,4,226,3,0,0,product_mng,low
7242,0,0.97,0.99,3,196,3,0,0,product_mng,low
7243,0,0.14,0.99,6,251,4,0,0,product_mng,low
7244,0,0.75,0.96,4,150,2,0,0,product_mng,low
7245,0,0.71,0.63,3,249,3,0,0,IT,low
7246,0,0.84,0.52,4,251,3,0,0,RandD,low
7247,0,0.57,0.75,5,252,3,0,0,RandD,medium
7248,0,0.46,0.55,5,261,5,0,0,RandD,medium
7249,0,0.77,0.94,4,225,2,0,0,RandD,medium
7250,0,0.44,0.65,2,151,3,0,0,RandD,medium
7251,0,0.68,0.59,4,147,2,0,0,marketing,medium
7252,0,0.94,0.58,4,159,3,0,0,sales,medium
7253,0,0.73,0.91,4,241,2,1,0,accounting,medium
7254,0,0.51,0.5,5,176,5,0,0,support,medium
7255,0,0.93,0.87,4,218,4,0,0,technical,medium
7256,0,0.74,1,4,219,3,0,0,management,medium
7257,0,0.82,0.9,3,227,3,0,0,marketing,medium
7258,0,0.86,0.91,4,182,2,0,0,marketing,medium
7259,0,0.99,0.86,4,196,2,1,0,marketing,high
7260,0,0.58,0.86,4,257,3,0,0,sales,low
7261,0,0.96,0.6,5,182,5,0,0,sales,medium
7262,0,0.72,0.67,4,192,3,0,0,sales,medium
7263,0,0.23,0.94,4,142,4,0,0,sales,medium
7264,0,0.99,0.79,4,172,2,0,0,sales,medium
7265,0,0.95,0.58,4,188,3,0,0,sales,low
7266,0,0.75,0.55,5,281,3,1,0,sales,low
7267,0,0.95,0.54,4,255,2,0,0,sales,low
7268,0,0.97,0.84,3,223,3,0,0,sales,low
7269,0,0.98,0.86,2,219,4,0,0,sales,low
7270,0,0.79,0.98,3,195,2,0,0,sales,low
7271,0,0.54,0.91,2,156,3,0,0,sales,low
7272,0,0.51,0.51,5,259,4,0,0,sales,low
7273,0,0.83,0.91,4,266,3,1,0,sales,low
7274,0,0.6,0.7,3,147,2,0,0,sales,low
7275,0,0.58,0.83,4,207,3,0,0,sales,low
7276,0,0.55,0.68,3,185,2,0,0,sales,low
7277,0,0.5,0.64,5,195,2,0,0,sales,low
7278,0,0.46,0.41,6,148,4,0,0,sales,low
7279,0,0.61,0.82,3,157,2,0,0,accounting,low
7280,0,0.91,0.98,4,146,3,0,0,accounting,low
7281,0,0.5,0.94,3,262,4,0,0,accounting,low
7282,0,0.75,0.82,3,169,3,0,0,hr,low
7283,0,0.74,0.87,3,192,3,1,0,hr,low
7284,0,0.62,0.53,4,147,2,0,0,hr,low
7285,0,0.87,0.76,5,254,2,1,0,hr,low
7286,0,0.13,0.72,3,244,4,0,0,technical,medium
7287,0,0.71,0.43,2,100,6,0,0,technical,medium
7288,0,0.7,0.9,3,173,2,0,0,technical,medium
7289,0,0.32,0.87,2,197,2,1,0,technical,medium
7290,0,0.84,0.72,3,256,4,0,0,technical,medium
7291,0,0.79,0.87,4,253,2,0,0,technical,medium
7292,0,0.97,0.64,4,152,2,0,0,technical,medium
7293,0,0.76,0.58,5,136,3,0,0,technical,medium
7294,0,0.97,0.63,3,141,3,0,0,technical,medium
7295,0,0.53,0.4,5,212,3,1,0,technical,medium
7296,0,0.61,0.57,4,144,3,0,0,technical,medium
7297,0,0.94,0.89,2,118,4,0,0,support,medium
7298,0,0.52,0.79,5,265,3,1,0,support,high
7299,0,0.91,0.67,3,143,3,0,0,support,low
7300,0,0.52,0.63,3,230,2,0,0,support,medium
7301,0,0.59,0.68,5,243,2,0,0,support,medium
7302,0,0.61,0.71,3,152,4,1,0,support,medium
7303,0,0.78,0.78,3,252,3,0,0,support,medium
7304,0,0.44,0.67,3,113,2,0,0,support,low
7305,0,0.8,0.97,4,259,2,0,0,support,low
7306,0,0.54,0.6,4,139,5,0,0,support,low
7307,0,0.96,0.91,4,228,3,1,0,support,low
7308,0,0.98,0.49,4,214,3,0,0,technical,low
7309,0,0.83,0.91,4,210,4,0,0,technical,low
7310,0,0.64,0.89,4,146,3,0,0,technical,low
7311,0,0.51,0.78,3,155,2,0,0,management,low
7312,0,0.31,0.42,2,169,5,0,0,IT,low
7313,0,0.53,0.68,3,258,3,0,0,IT,low
7314,0,0.81,0.53,3,258,2,0,0,IT,low
7315,0,0.17,0.85,3,168,4,0,0,IT,low
7316,0,0.72,0.98,3,211,2,0,0,IT,low
